	DMSO.1	DMSO.2	DMSO.3	SP600125.1	SP600125.2	SP600125.3
KRT83	0	0	0	0	0	0
KRT85	0	0	0	0	0	0
KRT84	0	0	0	1	0	0
RP3-416H24.4	0	0	0	0	0	0
KRT82	0	0	0	0	0	0
RP11-1020M18.10	0	0	0	0	1	1
KRT75	0	0	0	1	0	3
KRT6B	0	0	0	0	0	0
KRT6C	0	0	0	2	0	0
KRT6A	0	0	0	7	11	2
KRT5	14	22	15	25	46	10
KRT71	19	13	9	11	21	16
KRT74	0	0	0	0	0	0
KRT72	0	0	1	1	7	5
KRT73-AS1	1	0	0	3	2	0
KRT73	1	0	0	6	3	1
KRT2	0	1	0	0	0	0
KRT1	0	0	0	3	0	7
KRT77	0	0	0	2	0	0
RP11-641A6.3	0	0	0	0	0	0
KRT76	0	0	0	0	4	0
KRT3	32	32	56	68	52	157
KRT4	0	1	0	1	3	6
KRT79	7	3	8	8	7	18
KRT78	5	5	7	8	1	4
KRT8	79628	83276	76020	92978	93934	146683
RP11-153F5.7	0	0	0	0	0	4
KRT18	45341	46338	43910	62357	64055	100112
EIF4B	19147	20440	19203	19594	18995	31378
RP11-983P16.2	10	12	6	4	4	8
RP11-983P16.4	30	26	26	45	46	74
TENC1	12	12	11	22	7	23
SPRYD3	469	578	472	720	653	1222
IGFBP6	41	51	47	105	115	242
SOAT2	0	0	0	1	0	0
CSAD	39	65	57	47	55	76
RP11-1136G11.8	0	0	0	0	0	0
ZNF740	249	236	245	271	289	368
ITGB7	1	0	3	9	5	18
RARG	140	168	141	91	100	140
MFSD5	685	845	895	671	589	1036
ESPL1	1891	2109	1978	1151	1012	1786
PFDN5	2667	2699	2547	2932	2709	4259
RP11-680A11.5	2	3	0	2	4	10
C12orf10	869	909	798	485	487	816
AAAS	1326	1565	1378	850	770	1209
SP7	3	0	1	0	1	0
SP1	4405	4535	4566	3564	3329	5434
AMHR2	1	1	0	4	0	0
PRR13	2927	3219	3116	2505	2417	3851
RP11-793H13.8	10304	11257	10913	6763	6816	10838
PCBP2	14530	16080	15772	9415	9446	15025
MAP3K12	35	51	47	66	44	104
RP11-793H13.11	17	13	11	14	6	18
TARBP2	794	957	895	660	608	1055
RP11-793H13.10	167	184	254	263	242	353
NPFF	3	8	4	5	1	6
ATF7	713	737	932	1040	963	1357
RP11-793H13.3	0	0	0	0	1	0
ATP5G2	1624	2001	1660	1117	1146	1706
CALCOCO1	877	800	768	2042	1789	3084
CISTR	0	0	0	1	0	0
RP11-686F15.2	0	0	0	0	0	0
HOXC13-AS	13	18	12	35	27	71
HOXC13	187	232	212	187	211	393
HOXC12	1	2	1	1	2	2
HOTAIR	0	0	1	0	0	2
HOXC11	2	5	0	0	4	4
HOXC-AS3	1	0	0	0	0	0
HOXC10	17	9	9	25	7	17
RP11-834C11.12	6	6	7	1	0	3
HOXC6	79	79	87	40	45	73
HOXC-AS2	0	0	0	0	0	0
HOXC9	32	31	37	15	14	11
HOXC-AS1	1	4	3	5	5	2
HOXC8	9	7	10	8	7	3
HOXC4	1	4	1	0	0	2
HOXC5	6	9	21	0	0	4
AC012531.25	0	0	0	0	0	0
FLJ12825	0	0	0	0	0	0
RP11-834C11.6	0	0	0	0	0	0
RP11-834C11.5	3	1	2	6	0	3
RP11-834C11.4	3	0	0	0	0	0
RP11-834C11.11	6	7	3	8	2	5
RP11-834C11.10	1	2	6	3	0	13
RP11-834C11.8	2	3	2	0	0	0
SMUG1	668	684	646	773	707	1321
CBX5	3052	2996	3603	4123	4459	6983
RP11-968A15.2	0	0	0	0	0	0
RP11-968A15.8	0	0	0	0	0	0
HNRNPA1	24362	25686	25297	22244	17865	29808
NFE2	21	25	36	22	21	25
COPZ1	3426	3753	3429	2604	2766	4506
RP11-753H16.3	1	3	0	0	0	0
RP11-753H16.5	0	0	0	0	0	2
GPR84	1	0	0	1	6	0
ZNF385A	2403	2695	2949	1397	1073	2127
ITGA5	3971	4354	3748	4480	4506	7890
LINC01154	0	0	0	0	0	0
GTSF1	1512	1574	1519	1737	1466	2539
NCKAP1L	7	4	0	6	3	6
RP11-1049A21.2	0	0	0	0	0	0
PDE1B	1	1	2	5	0	9
PPP1R1A	2	3	7	9	7	15
LACRT	0	0	0	0	0	0
DCD	0	0	0	0	0	0
RP11-850F7.7	0	0	0	0	0	0
MUCL1	0	0	0	5	3	3
TESPA1	0	0	0	0	0	0
RP11-616L12.1	0	0	0	0	0	0
NEUROD4	0	0	0	1	0	0
OR9K2	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0
OR6C1	0	0	0	3	0	0
OR6C3	0	0	0	0	0	0
OR6C75	0	0	0	2	0	0
OR6C65	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0
RP11-110A12.2	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0
OR10P1	0	0	0	1	0	0
RP11-644F5.16	0	0	0	0	0	0
METTL7B	8	13	12	1	0	2
ITGA7	44	32	32	70	63	122
RP11-644F5.10	233	269	225	221	253	297
BLOC1S1	366	436	372	400	406	555
RDH5	18	31	16	8	17	20
CD63	4934	5317	5220	12685	10800	17485
RP11-644F5.11	42	47	65	51	53	107
GDF11	1009	1127	1004	735	587	1175
SARNP	1243	1204	1238	1273	1010	1811
RP11-762I7.5	1701	1737	1708	1737	1460	2573
RP11-762I7.4	3	3	6	6	4	10
ORMDL2	364	401	426	735	725	1078
DNAJC14	1311	1514	1408	1312	1177	1950
MMP19	1975	2188	1802	1263	1263	2031
WIBG	1026	1058	1018	1035	849	1416
DGKA	423	473	467	897	1111	1760
RP11-973D8.5	0	0	0	0	0	0
PMEL	1914	1981	1501	943	1005	1633
CDK2	3680	3827	3820	2880	2838	4814
RP11-973D8.4	0	0	0	1	3	0
RAB5B	3795	4005	3881	5065	4725	8304
SUOX	1051	1279	1171	621	538	1007
IKZF4	293	279	289	170	171	300
RP11-603J24.21	0	0	0	0	0	0
RP11-603J24.4	0	0	0	0	0	0
RPS26	5999	6500	6306	4743	3685	6542
ERBB3	962	967	859	942	788	1617
RP11-603J24.9	2306	2421	2503	1720	1412	2521
PA2G4	7611	8304	8450	5387	4861	8180
RP11-603J24.17	1	0	0	3	8	1
ZC3H10	157	196	163	122	111	192
ESYT1	4366	4733	4269	4179	4425	7471
RP11-603J24.6	0	0	0	0	0	1
RP11-603J24.5	1	1	0	4	3	1
RP11-603J24.14	1	0	0	0	1	2
MYL6B	1915	1957	1956	2856	2300	3970
MYL6	8562	9317	8666	14736	12513	20256
RP11-977G19.5	33	47	35	58	67	75
SMARCC2	1960	2169	2036	2705	2505	4296
RNF41	1066	1112	1076	1844	1758	2923
NABP2	316	386	352	507	515	879
SLC39A5	1	0	0	5	0	0
ANKRD52	3414	3734	3846	5430	5115	8565
COQ10A	107	108	103	81	59	137
RP11-977G19.14	0	0	0	0	2	0
CS	10557	11297	11285	6367	5843	10193
RP11-977G19.10	1614	1789	1600	1323	1223	1970
RP11-977G19.11	0	1	0	1	2	3
RP11-977G19.12	0	0	0	0	0	0
CNPY2	1175	1329	1164	1298	1190	1883
PAN2	184	227	206	213	208	337
IL23A	1	2	3	49	49	66
STAT2	1215	1179	1143	1346	1441	2314
APOF	0	0	0	0	0	0
RP11-121C6.5	2	3	2	1	0	4
TIMELESS	1272	1422	1498	1524	1580	2723
MIP	0	0	3	5	3	7
SPRYD4	402	490	467	313	300	520
GLS2	9	15	9	43	51	64
RBMS2	2231	2211	2212	2304	2114	3898
BAZ2A	6223	6562	6682	5035	4801	7740
ATP5B	18956	21005	19400	9816	9565	16294
PTGES3	7736	8647	8162	4214	4478	7385
NACA	8779	8945	8978	9758	8641	14283
PRIM1	288	347	378	349	279	446
HSD17B6	31	19	18	35	43	50
SDR9C7	0	0	0	3	1	0
RDH16	3	2	6	16	11	18
GPR182	0	0	0	0	0	0
RP11-474N8.5	0	0	0	0	0	0
RP11-474N8.8	0	0	0	0	0	0
ZBTB39	736	726	730	618	647	902
TAC3	3	4	1	7	1	7
MYO1A	0	0	1	16	6	3
TMEM194A	913	962	960	1120	1118	2028
NAB2	579	657	479	466	458	645
STAT6	1063	1130	1019	964	1049	1471
LRP1	12826	13298	13297	16137	16061	28568
RP11-545N8.3	0	0	0	0	0	0
NXPH4	52	63	48	63	98	135
SHMT2	2764	3284	2985	6626	6175	10323
RP11-123K3.9	0	0	0	12	3	1
NDUFA4L2	5	6	5	17	6	29
STAC3	4	10	7	16	6	10
RP11-123K3.4	571	603	560	452	411	726
R3HDM2	1197	1254	1124	1159	1011	1797
RP11-756H6.1	4	0	0	0	0	0
INHBC	0	6	0	1	0	0
INHBE	0	0	1	25	35	60
GLI1	32	34	16	22	7	6
ARHGAP9	2	2	0	13	6	8
MARS	5752	6458	6025	7847	8052	12953
DDIT3	267	261	179	511	425	684
MBD6	1348	1452	1406	861	767	1355
DCTN2	2538	2529	2434	2859	2561	4563
KIF5A	64	65	40	20	4	25
PIP4K2C	1662	1852	2000	2884	3065	4538
DTX3	8	8	6	14	15	24
ARHGEF25	26	41	17	13	8	25
AC025165.8	0	0	0	0	0	0
SLC26A10	0	1	2	2	0	3
B4GALNT1	25	15	18	42	9	34
OS9	4016	4222	3760	6419	6116	10026
RP11-571M6.7	0	0	0	9	5	2
AGAP2	49	31	38	28	24	65
AGAP2-AS1	67	72	65	67	48	118
TSPAN31	203	211	202	427	542	805
CDK4	2154	2430	2293	1345	1161	1846
MARCH9	503	472	459	587	468	820
CYP27B1	76	91	72	58	52	84
METTL1	344	386	362	255	265	374
METTL21B	125	139	157	99	84	155
RP11-571M6.15	197	187	200	143	112	209
TSFM	637	675	687	533	503	694
AVIL	4	2	0	19	6	4
RP11-571M6.17	7	6	5	9	5	7
RP11-571M6.18	0	1	0	0	0	0
CTDSP2	2914	3241	2881	2247	2515	4291
RP11-620J15.1	0	0	1	0	0	4
RP11-620J15.2	0	0	0	1	0	0
RP11-620J15.4	0	0	0	1	0	0
RP11-620J15.3	0	0	0	1	0	0
XRCC6BP1	0	1	0	0	1	0
RP11-58A17.4	0	0	0	0	0	0
RP11-489P6.1	0	0	0	2	0	0
RP11-489P6.2	0	0	0	1	0	0
RP11-362K2.2	0	0	0	1	0	0
RP11-767I20.1	0	0	0	1	0	0
LRIG3	137	126	140	62	55	79
RP11-150C16.1	0	0	0	0	0	0
RP11-272B17.1	0	0	0	0	0	0
RP11-272B17.2	0	0	0	0	0	0
SLC16A7	30	24	35	19	10	19
RP11-316A16.1	0	0	0	0	0	0
FAM19A2	11	12	4	54	52	92
RP11-769N19.2	0	0	0	3	1	5
USP15	2728	2934	2886	2047	2179	3624
MON2	2563	2555	2700	1846	2081	3150
RP11-863H1.1	0	0	0	0	0	0
LINC01465	7	6	8	1	11	3
RP11-631N16.2	17	19	20	24	19	48
RP11-631N16.4	4	5	2	5	7	7
PPM1H	2706	2576	3141	1320	1319	2469
RP11-848D3.5	0	0	0	0	0	0
AVPR1A	1	0	2	0	0	2
RP11-715H19.2	0	0	0	0	0	0
RP11-1022B3.1	0	0	0	0	0	0
DPY19L2	2	0	1	8	2	8
RP11-415I12.3	0	0	0	0	0	0
TMEM5	275	312	342	425	369	702
TMEM5-AS1	0	0	0	0	0	0
SRGAP1	917	960	1018	862	765	1476
RP11-274J7.2	2	2	2	0	3	7
RP11-196H14.2	0	0	0	0	0	0
RP11-196H14.4	0	0	0	0	0	0
RP11-196H14.3	0	0	0	0	0	0
C12orf66	220	221	248	367	358	667
C12orf56	16	25	19	26	48	82
XPOT	5051	5268	5535	2747	2752	4840
RP11-114F3.4	4	1	0	2	6	0
TBK1	898	880	995	678	636	1355
RP11-439H13.2	0	0	0	0	0	0
RP11-338E21.1	0	1	0	0	0	0
RASSF3	2231	2359	2439	4289	4240	7131
RP11-338E21.2	1	0	1	0	5	7
RP11-338E21.3	0	0	0	0	0	0
RP11-629N8.5	0	0	0	0	1	1
RP11-629N8.4	0	0	0	0	0	0
GNS	3959	3951	3868	5108	5687	8798
RP11-629N8.3	0	0	0	0	0	0
TBC1D30	28	20	26	33	27	21
FLJ41278	0	0	0	5	0	8
RP11-766N7.4	0	0	0	0	0	0
RP11-168J19.2	0	0	0	0	0	0
WIF1	0	0	0	3	0	13
LEMD3	558	600	579	677	690	1142
RP11-305O6.4	5	4	5	5	6	11
MSRB3	86	87	63	77	116	95
RP11-305O6.3	8	2	3	1	6	7
RP11-230G5.2	0	0	0	0	1	0
RP11-221N13.2	0	0	0	0	0	0
RP11-221N13.3	1	0	0	1	1	2
RP11-221N13.4	0	0	0	0	2	0
HMGA2	1036	1084	1051	701	749	1091
RP11-677M24.1	0	0	0	0	2	0
RP11-366L20.2	0	0	0	2	0	0
RP11-366L20.3	0	0	0	0	0	0
RP11-366L20.4	0	0	0	0	0	0
LLPH	802	905	914	823	762	1328
RP11-745O10.4	937	1064	1024	1312	1162	1963
LLPH-AS1	0	0	0	0	0	2
TMBIM4	856	938	881	1441	1331	2281
IRAK3	13	5	2	6	4	17
RP11-335I12.2	0	0	0	0	0	0
HELB	272	281	294	189	168	310
GRIP1	184	214	217	216	163	362
RP11-123O10.4	5	2	2	3	2	7
RP11-123O10.3	1	0	0	11	0	7
RP11-123O10.1	0	0	1	0	0	2
CAND1	5075	5357	5320	2565	2998	4895
RP11-473M14.3	0	0	0	0	0	0
RP11-542B15.1	0	0	0	1	0	0
RP11-335O4.1	0	0	0	0	0	0
DYRK2	897	1010	931	1145	1316	1935
RP11-335O4.3	0	0	0	0	0	0
RP11-43N5.1	0	0	0	0	0	0
RP11-43N5.2	0	0	0	0	0	0
LINC01479	0	0	0	0	0	0
IFNG-AS1	0	0	0	0	0	0
IFNG	2	0	0	0	0	0
IL26	0	1	0	0	0	0
IL22	0	0	0	2	0	0
MDM1	147	148	124	119	138	242
RP11-81H14.2	0	0	0	0	0	0
RP11-71J4.2	0	0	0	0	0	0
RP11-81H14.1	0	0	0	0	0	0
RAP1B	1775	1945	1907	3055	2944	5030
RP11-637A17.2	2	2	0	1	1	7
NUP107	1676	1718	1652	1291	1381	2211
SLC35E3	666	675	667	654	743	1112
MDM2	11450	11366	12489	20722	21261	33792
RP11-611O2.1	12	15	19	74	51	119
RP11-611O2.5	0	0	0	10	11	13
CPM	169	117	185	347	385	841
RP11-324P9.1	0	0	0	0	0	0
CPSF6	2946	3242	3392	1623	1443	2552
RP11-1143G9.5	4	0	0	0	0	0
LYZ	0	3	1	5	14	0
RP11-1143G9.4	0	1	1	6	4	0
YEATS4	526	593	616	306	255	447
RP11-956E11.1	0	0	0	0	0	0
FRS2	2116	2249	2121	1154	1081	1953
CCT2	7977	8660	8485	5973	5863	9628
LRRC10	0	0	0	0	0	0
BEST3	1	7	2	10	4	10
RP11-588G21.1	0	0	0	0	0	0
RP11-588G21.2	0	0	0	0	1	3
RAB3IP	916	981	1161	1202	1316	2122
AC025263.3	73	80	91	104	94	158
MYRFL	5	8	7	17	18	28
RP11-611E13.2	8	11	13	23	18	14
RP11-611E13.3	0	0	0	0	0	0
RP11-320P7.2	0	0	0	0	0	3
LINC01481	0	0	0	0	0	1
CNOT2	1133	1222	1184	701	688	1113
AC092881.1	0	0	0	2	0	0
KCNMB4	109	129	146	246	269	585
RP11-588H23.3	531	458	521	907	838	1542
PTPRB	2	2	0	21	9	26
RP11-785D18.3	13	12	12	13	16	37
PTPRR	2	1	0	8	8	21
CTD-2021H9.1	0	0	0	0	0	0
CTD-2021H9.2	0	0	0	0	0	3
CTD-2021H9.3	22	14	17	37	33	43
TSPAN8	5	1	2	12	8	11
LGR5	163	218	287	52	61	128
RP11-578B16.1	0	0	0	0	0	0
RP11-186F10.2	0	0	0	0	0	1
ZFC3H1	1532	1595	1464	886	791	1632
THAP2	53	72	74	64	49	75
RP11-293I14.2	97	109	103	102	133	240
TMEM19	364	424	359	525	551	945
RP11-498M15.1	0	0	1	0	0	0
RAB21	2262	2411	2629	2469	2463	4095
RP11-2H8.2	0	0	0	0	0	0
TBC1D15	505	531	584	570	667	1029
TPH2	0	0	0	0	2	0
RP11-89M22.3	0	0	0	0	0	0
TRHDE	4	4	3	4	1	2
TRHDE-AS1	0	1	1	1	1	3
RP11-12K6.2	0	0	0	0	0	0
RP11-314D7.1	0	0	0	2	0	0
RP11-314D7.2	0	0	0	0	2	2
RP11-314D7.3	0	0	0	0	0	0
RP11-295G12.1	0	0	0	0	0	0
RP11-711C17.1	0	0	0	0	0	0
RP11-711C17.2	0	0	0	0	0	0
RP11-81H3.2	0	0	0	0	0	0
RP11-274M17.3	0	0	0	0	0	0
ATXN7L3B	2413	2520	2270	1421	1578	2427
RP11-56G10.2	0	0	0	0	0	1
RP11-81K13.1	0	0	0	0	0	0
KCNC2	0	2	0	3	0	2
RP11-560G2.1	0	0	0	0	0	2
CAPS2	4	6	4	20	13	20
RP11-585P4.6	0	0	0	0	1	0
GLIPR1L1	0	0	0	0	0	0
GLIPR1L2	0	0	0	1	2	0
GLIPR1	101	110	119	379	351	566
RP11-585P4.5	39	49	46	3	6	22
KRR1	1895	1781	1927	1561	1590	2526
RP11-114H23.1	14	16	13	40	35	58
RP11-114H23.2	7	0	6	16	13	11
RP11-290L1.5	0	0	0	0	0	0
PHLDA1	1407	1315	1690	4460	4741	7386
RP11-290L1.3	0	2	1	8	11	8
RP11-290L1.2	3	2	3	1	6	4
NAP1L1	11099	11388	11793	7870	7260	12495
RP11-54A9.1	0	0	0	4	1	2
BBS10	178	209	174	154	213	284
OSBPL8	2534	2537	2652	2213	2271	3828
RP11-20E24.1	0	0	1	3	0	0
ZDHHC17	823	973	925	699	623	1124
CSRP2	165	163	166	136	109	197
RP11-461F16.3	0	0	0	0	0	0
E2F7	547	604	621	703	620	957
RP1-81P11.1	0	0	0	0	0	0
RP1-34H18.1	0	0	0	1	2	0
RP1-97G4.1	0	0	0	0	0	0
RP11-781A6.1	0	0	0	0	0	0
NAV3	4	8	12	103	115	125
RP11-136F16.1	0	0	0	0	0	0
RP11-38F22.1	0	0	0	0	0	0
RP11-754N21.1	0	0	0	3	0	0
RP11-90C1.1	0	0	0	0	0	0
RP11-171L9.1	0	0	0	0	0	0
RP11-123M21.1	0	0	0	0	0	0
SYT1	167	156	150	234	270	503
RP11-390N6.1	0	0	0	2	1	0
RP1-78O14.1	1	1	2	1	2	11
RP11-359M6.1	1	0	1	0	0	0
PAWR	2666	2916	2927	2307	2211	4145
RP11-530C5.1	0	0	0	0	0	0
PPP1R12A	2756	2959	3046	2787	2499	4490
RP11-530C5.4	1	6	1	5	0	15
RP11-530C5.2	0	0	0	0	0	0
RP11-84G21.1	10	11	16	14	32	49
OTOGL	8	7	14	10	12	10
PTPRQ	1	4	2	12	5	5
RP11-272K23.3	0	0	0	0	0	0
MYF6	0	0	1	0	0	0
MYF5	0	0	0	0	0	0
LINC01490	0	0	0	0	0	0
LIN7A	16	15	10	16	0	17
ACSS3	22	26	29	47	34	78
RP11-543H12.1	0	0	0	3	0	0
PPFIA2	0	0	0	3	0	0
RP11-121G22.3	0	0	0	0	0	0
RP11-315E17.1	0	0	0	0	0	0
RP11-362A1.1	0	0	0	0	0	0
CCDC59	613	674	697	698	692	1018
METTL25	85	68	73	59	70	104
RP11-263K4.5	0	0	0	0	0	0
RP11-263K4.4	0	0	0	0	0	0
RP11-263K4.3	0	0	0	0	0	0
TMTC2	339	354	304	307	236	435
RP11-87P13.2	0	0	0	0	0	0
RP11-384P14.1	0	0	0	0	0	0
RP11-788H18.1	0	0	0	0	0	0
SLC6A15	15	9	11	14	17	32
TSPAN19	0	0	0	0	0	0
LRRIQ1	11	4	4	7	11	26
RP11-193M21.1	0	0	0	1	0	0
ALX1	36	34	34	11	12	16
RP11-408B11.2	20	21	24	25	13	31
RASSF9	5	5	6	10	2	19
NTS	1	1	1	11	5	6
MGAT4C	9	13	7	7	2	7
RP11-18J9.3	0	0	0	0	0	0
RP11-202H2.1	4	4	1	0	2	0
RP11-324H9.1	0	0	0	0	0	0
RP11-248E9.5	0	0	0	0	0	0
RP11-248E9.6	0	0	0	0	0	0
C12orf50	0	0	0	0	0	0
C12orf29	479	510	477	373	376	669
CEP290	481	521	551	525	539	854
TMTC3	4570	4731	5009	3901	3956	6972
KITLG	275	285	300	146	126	284
RP11-900F13.2	0	0	0	0	0	0
RP11-13A1.1	3	6	3	2	2	11
RP11-13A1.3	0	0	0	0	0	1
DUSP6	645	569	858	1174	1179	1929
RP11-823E8.3	10	6	4	1	3	4
RP11-1109F11.3	0	0	0	0	0	3
RP11-1109F11.5	0	0	0	0	0	0
POC1B	733	673	780	609	620	1266
GALNT4	522	555	536	414	429	690
POC1B-GALNT4	528	555	557	382	395	602
RP11-734K2.4	17	24	14	40	24	48
RP11-734K2.3	0	0	0	0	0	0
RP11-981P6.1	0	0	0	2	2	5
ATP2B1	5472	5707	5553	2593	2440	4436
LINC00936	12	10	15	5	5	22
RP11-654D12.2	0	0	0	0	0	0
RP11-654D12.3	0	0	0	0	0	0
RP11-567C2.1	0	0	0	0	1	0
RP11-753N8.1	0	0	0	0	0	0
RP11-632B21.1	0	0	0	0	0	0
RP11-20L19.1	0	0	0	0	0	0
CCER1	0	0	0	2	0	0
LINC00615	0	0	0	3	0	0
EPYC	0	0	0	0	0	0
KERA	0	0	0	0	0	0
LUM	20	17	14	15	15	6
DCN	0	0	2	14	14	0
RP11-121E16.1	0	0	0	0	0	0
RP11-693J15.6	2	0	2	4	8	0
RP11-1041F24.1	0	0	0	0	0	0
RP11-587P21.2	0	0	0	0	0	0
RP11-587P21.3	0	0	0	0	0	0
C12orf79	27	39	38	22	28	28
BTG1	2228	2334	2192	2347	2338	3738
RP11-796E2.4	18	22	12	22	20	39
RP11-756G20.1	0	0	0	0	0	2
CLLU1OS	0	0	0	0	0	0
CLLU1	0	0	0	2	1	0
RP11-693J15.4	0	0	0	0	0	0
RP11-693J15.5	0	0	0	7	0	1
C12orf74	0	0	0	0	0	0
PLEKHG7	1	0	0	4	0	0
EEA1	2570	2476	2653	1992	1913	3241
RP11-511B23.1	0	1	0	0	0	0
RP11-511B23.2	0	0	0	3	0	3
RP11-202G11.2	0	0	0	0	0	0
RP11-511B23.3	0	0	0	0	0	0
RP11-486A14.2	3	0	0	5	4	12
NUDT4	3039	3239	3293	3868	3726	6884
UBE2N	3064	3351	3521	2527	2277	4036
MRPL42	1848	1993	1960	1443	1492	2495
SOCS2-AS1	3	4	3	15	8	13
SOCS2	127	162	134	221	218	359
CRADD	143	203	157	192	203	300
RP11-887P2.5	0	0	0	0	0	0
RP11-887P2.6	1	4	2	5	0	8
RP11-1060G2.1	0	0	0	0	0	0
RP11-1060G2.2	0	0	0	0	0	3
PLXNC1	1	0	0	7	1	0
RP11-74K11.2	0	0	0	0	0	0
RP11-1105G2.4	0	0	0	0	0	0
RP11-1105G2.3	6	1	3	3	4	2
CEP83	304	333	310	217	169	330
CEP83-AS1	1	1	0	1	1	11
RP11-778J16.3	0	0	0	1	0	0
TMCC3	735	809	721	583	549	894
NDUFA12	1003	1047	1021	1344	1161	1932
NR2C1	769	801	746	408	364	755
FGD6	954	944	1113	1232	1235	2039
VEZT	1556	1534	1547	1760	1812	2797
RP11-167N24.6	0	0	0	0	0	0
RP11-167N24.5	0	0	0	0	0	0
RP11-167N24.4	0	0	0	0	0	0
RP11-167N24.3	0	0	0	0	0	0
METAP2	3385	3715	3915	1668	1669	2815
USP44	82	82	80	162	153	229
NTN4	53	29	23	81	100	173
RP11-536G4.2	1	0	0	0	0	0
RP11-536G4.1	0	0	0	0	0	0
SNRPF	676	772	832	559	371	691
CCDC38	0	0	2	1	0	0
AMDHD1	0	0	1	8	0	6
HAL	13	8	10	18	19	34
RP11-256L6.3	0	0	0	0	0	0
LTA4H	3287	3350	3004	3147	3066	5022
RP11-256L6.2	0	0	0	2	0	0
ELK3	638	593	653	681	814	1212
RP11-394J1.2	0	0	0	2	0	1
CDK17	1450	1548	1582	1811	2035	3331
RP11-510I5.4	0	0	0	0	0	0
CFAP54	4	3	1	9	14	16
NEDD1	1177	1137	1192	901	954	1570
RP11-541G9.1	0	0	0	0	0	0
RP11-397H6.1	0	0	0	0	0	0
RP11-534P6.1	0	0	0	0	1	0
RP11-541G9.2	0	0	0	0	0	0
RMST	2	0	1	4	0	1
MIR135A2	0	0	0	2	0	0
RP11-690J15.1	9	4	10	12	5	14
RP11-181C3.1	1	0	1	1	5	7
TMPO-AS1	33	39	44	36	47	60
TMPO	5103	5506	5657	3068	2765	4826
SLC25A3	11752	12980	11463	8150	7810	12791
IKBIP	592	599	655	839	989	1632
APAF1	735	709	735	732	708	1191
ANKS1B	5	5	6	11	2	2
RP11-473C19.1	0	0	0	0	0	0
RP11-406H4.1	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0
RP11-135F9.4	50	35	45	4	16	34
UHRF1BP1L	2411	2276	2588	818	775	1393
RP11-135F9.3	135	147	154	24	64	87
RP11-175P13.2	0	0	2	0	0	0
ACTR6	1469	1516	1537	1006	1009	1763
DEPDC4	25	24	28	19	21	22
SCYL2	3796	3805	4180	1895	1966	3549
SLC17A8	0	0	0	2	0	0
NR1H4	0	0	0	2	0	0
GAS2L3	586	616	522	294	236	487
ANO4	14	7	7	17	18	39
RP11-263E1.1	0	0	0	0	0	0
RP11-350G24.1	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
UTP20	3019	3158	3589	1431	1488	2279
ARL1	1656	1797	1821	2012	2029	3383
RP11-321F8.4	0	0	0	0	0	0
SPIC	0	0	0	0	0	0
MYBPC1	0	2	0	7	0	0
RP11-755O11.2	0	0	0	0	0	0
RP11-285E23.2	0	0	0	0	0	0
CHPT1	818	952	965	330	257	506
SYCP3	0	2	2	3	2	2
GNPTAB	2186	2139	2421	2818	2827	4459
DRAM1	3202	3347	3418	3619	3514	6605
RP11-512N21.3	0	0	0	0	0	0
RP11-554E23.2	0	0	0	0	0	0
CCDC53	142	134	119	253	212	260
RP11-554E23.4	0	0	0	0	1	0
NUP37	812	888	860	579	577	933
PARPBP	703	797	767	252	208	454
PMCH	0	0	0	0	0	0
IGF1	0	0	0	4	0	0
LINC00485	0	0	0	1	0	0
PAH	0	0	0	2	1	0
ASCL1	1	0	0	2	0	2
RP11-328J6.1	0	0	0	0	0	0
RP11-552I14.1	0	0	0	0	0	0
C12orf42	1	0	0	4	0	5
RP11-626I20.3	0	0	0	0	0	0
STAB2	0	0	0	5	0	0
RP11-341G23.2	0	0	0	0	0	0
RP11-341G23.3	0	0	0	0	0	0
RP11-341G23.4	10	9	7	3	0	12
NT5DC3	1619	1791	1868	1112	1186	1739
RP11-650K20.2	0	0	0	0	0	0
RP11-650K20.3	0	3	0	0	0	3
HSP90B1	18090	18980	18337	10564	9733	16497
C12orf73	120	136	180	202	187	296
TDG	1757	1806	1859	970	963	1667
GLT8D2	67	62	68	60	66	83
HCFC2	255	293	294	357	325	495
NFYB	602	573	543	666	553	934
RP11-818F20.4	0	0	0	0	0	0
TXNRD1	12188	13177	12182	12821	13110	21855
RP11-818F20.5	0	0	0	0	0	1
EID3	83	62	68	73	78	172
CHST11	1543	1583	1648	2433	2514	4068
RP11-43D4.3	1	9	3	6	6	18
SLC41A2	746	723	788	648	583	952
C12orf45	246	263	242	217	205	353
ALDH1L2	844	933	869	3329	3262	5370
RP11-61E11.1	0	0	0	0	0	0
RP11-61E11.2	0	0	1	0	0	1
KIAA1033	2865	2788	2814	2274	2504	4215
APPL2	712	769	700	736	756	1257
C12orf75	4927	5276	4716	9534	9502	15065
RP11-474B16.1	1	0	0	0	0	0
CASC18	0	2	0	0	2	0
